index,topics
PLAIN-939,"['iodine', 'greens', 'kale', 'mustard greens', 'thyroid health', 'raw food', 'goitrogens', 'cruciferous vegetables', 'cauliflower', 'Brussels sprouts', 'collard greens', 'cooking methods', 'coma', 'bok choy']"
PLAIN-940,"['poultry', 'meat', 'foodborne illness', 'red meat', 'supermarkets', 'zoonotic disease', ""women's health"", 'urinary tract infections', 'food poisoning', 'fecal contamination', 'chicken', 'beef', 'E. coli', 'E. coli o157:H7', 'farm animals']"
PLAIN-941,"['vegetables', 'kale', 'greens', 'plant-based diets', 'cancer', ""women's health"", 'broccoli', 'phytonutrients', 'vegans', 'spinach', 'vegetarians', 'fiber', 'cabbage', 'carrots', 'fruit']"
PLAIN-942,"['rectal cancer', 'cancer', 'vegetables', 'fruit', 'breast cancer', 'vegetarians', 'plant-based diets', 'beans', 'colon health', 'mortality', 'standard American diet', 'vegans', 'meat', 'cardiovascular disease', 'smoking']"
PLAIN-943,"['colon health', 'vegetarians', 'cancer', 'fiber', 'plant-based diets', 'vegans', 'constipation', 'mortality', 'heart disease', 'cardiovascular disease', 'rectal cancer', 'colon cancer', 'vegetables', 'cardiovascular health', 'chronic diseases']"
PLAIN-945,"['vegetarians', 'fiber', 'vegetables', 'fruit', 'plant-based diets', 'vegans', 'animal protein', 'colon disease', 'standard American diet', 'rectal cancer', 'processed foods', 'gut flora', 'cancer', 'meat', 'colon cancer']"
PLAIN-946,"['brain disease', 'mortality', 'fish', 'vegans', 'plant-based diets', 'brain health', 'vegetarians', 'cancer', 'seafood', 'foodborne illness', 'pregnancy', 'food poisoning', 'neurotoxins', 'infants', 'domoic acid']"
PLAIN-947,"['immune function', 'respiratory infections', 'children', 'vegetables', 'nutritional yeast', 'safety limits', 'infants', 'heart disease', 'fruit', 'cancer', 'heart health', 'cardiovascular disease', 'antibiotics', 'bone health', 'blood pressure']"
PLAIN-948,"['alternative medicine', 'Lifestyle medicine', 'plant-based diets', 'fruit', 'heart health', 'uric acid', 'cardiovascular disease', 'cancer', 'spices', 'heart disease', 'industry influence', 'water', 'cardiovascular health', 'medications', 'vegans']"
PLAIN-949,"['industry influence', 'herbal remedies', 'grapes', 'jam', 'raisins', 'vision', 'supplements', 'fruit', 'fatigue', 'billberries', 'berries', 'currants', 'eye health', 'eye disease', 'anthocyanins']"
PLAIN-950,"['grapes', 'phytonutrients', 'nuts', 'plant-based diets', 'aging', 'vegetables', 'grape juice', 'oxidative stress', 'green tea', 'fruit', 'Brussels sprouts', 'DNA damage', 'berries', 'antioxidants', 'cancer']"
PLAIN-951,"['colon health', 'colon disease', 'vegetarians', 'cancer', 'heart disease', 'vegans', 'plant-based diets', 'fiber', 'cardiovascular disease', 'heart health', 'fruit', ""women's health"", 'bowel movements', 'alternative medicine', 'cardiovascular health']"
PLAIN-952,"['factory farming practices', 'poultry', 'industry influence', 'chicken', 'meat', 'turkey', 'children', 'antibiotics', 'heart health', 'foodborne illness', 'food poisoning', 'heart disease', 'Salmonella', 'USDA', 'cardiovascular disease']"
PLAIN-953,"['meat', 'non-Hodgkin lymphoma', 'lymphoma', 'human papilloma virus', 'feline leukemia virus', 'occupational health', 'pets', 'zoonotic disease', ""women's health"", 'wart viruses', 'viral infections', 'farm animals', 'dogs', ""butcher's warts"", 'cancer']"
PLAIN-954,"['beverages', 'green tea', 'cancer', 'Harvard', 'dried fruit', 'phytonutrients', ""women's health"", 'tea', 'gut flora', 'nutrition myths', 'raisins', 'pistachios', 'peanuts', 'goji berries', 'oatmeal']"
PLAIN-955,"['vegetables', 'junk food', 'cake', 'fat', 'cancer', 'fruit', 'potato chips', 'mortality', 'animal products', 'meat', 'heart disease', 'heart health', 'lard', 'children', 'calories']"
PLAIN-956,"['vegetables', 'cancer', 'breast cancer', 'raw food', 'antioxidants', 'mortality', 'chicken', 'eggs', 'fish', 'poultry', 'industry influence', 'meat', 'fruit', 'boiling', 'legumes']"
PLAIN-957,"['cooking methods', 'safety limits', 'chicken', 'food poisoning', 'foodborne illness', 'poultry', 'meat', 'fish', 'animal products', 'turkey', 'pork', 'colon health', 'milk', 'fecal bacteria', 'dairy']"
PLAIN-958,"['meat', 'hot dogs', 'smoking', 'fruit', 'vegetables', 'fiber', 'grains', 'ham', 'mortality', 'lung disease', 'lung health', 'processed meat', 'hamburgers', 'sausage', 'berries']"
PLAIN-959,"['magnesium', 'heavy metals', 'meat', 'factory farming practices', 'vegetables', 'neurotoxins', 'iron', 'brain health', 'drug residues', 'supplements', 'cooking temperature', 'vegetarians', 'antibiotics', 'biomagnification', 'allergies']"
PLAIN-960,"['cilantro', 'heart disease', 'Harvard', 'heart health', 'kale', 'hypertension', 'greens', 'garlic', 'celery', 'eggplant', 'exercise', 'fruit', 'lettuce', 'mushrooms', 'squash']"
PLAIN-961,"['vegetables', 'mortality', 'heart health', 'beans', 'heart disease', 'fruit', 'plant-based diets', 'standard American diet', 'Africa', 'vegetarians', 'cancer', 'cardiovascular disease', 'vegans', 'cardiovascular health', 'medical profession']"
PLAIN-962,"['oxidative stress', 'peas', 'plant-based diets', 'olive oil', 'oils', 'legumes', 'lentils', 'microwaving', 'potatoes', 'purple potatoes', 'tomatoes', 'vegetables', 'walnuts', 'tomato juice', 'tea']"
PLAIN-963,"['processed foods', 'high fructose corn syrup', 'sweeteners', 'junk food', 'empty calories', 'mercury', 'sugar', 'corn syrup', 'safety limits', 'seafood', 'soda', 'tuna', 'nutrition myths', 'fructose', 'yogurt']"
PLAIN-964,"['sugar', 'high fructose corn syrup', 'soda', 'empty calories', 'fish', 'dairy', 'sweeteners', 'processed foods', 'junk food', 'marketing', 'meat', 'seafood', 'tobacco', 'grains', 'mercury']"
PLAIN-965,"['Dr. T. Colin Campbell', 'exercise', 'Dr. Dean Ornish', 'Dr. Caldwell Esselstyn', 'cardiovascular disease', 'China', 'China Study', 'heart disease', 'lifespan', 'Oxford', 'plant-based diets', 'sudden cardiac death', 'mortality', 'medical profession', 'angina']"
PLAIN-966,"['steroids', 'rheumatoid arthritis', 'psoriasis', 'supplements', 'vegans', 'vegetarians', 'vegetables', 'potassium', 'plant-based diets', 'blood pressure', 'autoimmune diseases', 'greens', 'hypertension', 'pain', 'inflammation']"
PLAIN-967,"['oxidative stress', 'phytonutrients', 'pumpkin', 'nuts', 'Nagasaki', 'kale', 'lutein', 'multivitamins', 'radiation', 'seafood', 'vitamin E', 'X-rays', 'zeaxanthin', 'vitamin C', 'vegetables']"
PLAIN-968,"['vegetables', 'industry influence', 'fruit', 'meat', 'cancer', 'phytonutrients', 'beans', 'mortality', 'chicken', 'animal products', 'turkey', 'grains', 'broccoli', 'poultry', 'eggs']"
PLAIN-969,"['liver disease', 'liver health', 'lung cancer', 'lung disease', 'liver cancer', 'LDL cholesterol', 'in vitro studies', 'India', 'kidney health', 'kiwi fruit', 'lung health', 'nerve health', 'snake venom', 'stomach health', 'stress']"
PLAIN-970,"['antioxidants', 'prediabetes', 'cinnamon', 'blood sugar', 'safety limits', 'diabetes', 'heart health', 'heart disease', 'hepatotoxins', 'liver disease', 'natural toxins', 'spices', 'liver health', 'food additives', 'inflammation']"
PLAIN-971,"['fruit', 'phytonutrients', 'berries', 'cranberry juice', 'antioxidants', 'apples', 'lemons', 'liver cancer', 'vitamin C', 'juice', 'grapes', 'blueberries', 'cancer', 'rectal cancer', 'vegetables']"
PLAIN-972,"['cranberries', 'juice', 'phytonutrients', 'fruit', 'orange juice', 'apple juice', 'processed foods', ""men's health"", 'lemons', 'grape juice', 'medications', 'fruit juice', 'sugar', 'berries', 'prostate health']"
PLAIN-973,"['lead', 'industrial toxins', 'mad cow disease', 'manure', 'heavy metals', 'fish', 'butter', 'cheese', 'chicken', 'clams', 'mercury', 'omnivores', 'saturated fat', 'seafood', 'vegans']"
PLAIN-974,"['milk', 'oxidative stress', 'pancakes', 'meat', 'maple syrup', 'India', 'mango', 'phytonutrients', 'pork', 'soy milk', 'standard American diet', 'white tea', 'smoothies', 'seeds', 'ranking foods']"
PLAIN-975,"['vegetarians', 'meat', 'supplements', 'omnivores', 'metabolism', 'plant-based diets', 'energy', 'brain health', 'turkey', 'vegans', 'heavy metals', 'cognition', 'memory', 'birth defects', 'carnitine']"
PLAIN-976,"['supplements', 'staph infection', 'pus', 'prenatal vitamins', 'thyroid disease', 'thyroid health', 'World Health Organization', ""women's health"", 'Virginia Messina', 'pregnancy', 'plant-based diets', 'infants', 'dairy', 'breastfeeding', 'iodine']"
PLAIN-977,"['infants', 'milk', 'SIDS', 'dairy', 'apnea', 'casomorphin', 'animal protein', 'breast milk', 'evolution', 'breastfeeding', 'mortality', 'diabetes', 'autism', 'allergies', 'psychosis']"
PLAIN-978,"['shiitake mushrooms', 'oyster mushrooms', 'mushrooms', 'portobello mushrooms', 'chanterelle mushrooms', 'cost savings', 'enoki mushrooms', ""women's health"", 'porcini mushrooms', 'alcohol', 'ranking foods', 'morel mushrooms', 'woodear mushrooms', 'breast health', 'maitake mushrooms']"
PLAIN-979,"['animal products', 'meat', 'Coca-Cola', 'Harvard', 'industry influence', 'animal fat', 'saturated fat', 'fiber', 'fat', 'cake', 'dietary guidelines', 'heart health', 'heart disease', 'LDL cholesterol', 'plant protein']"
PLAIN-980,"['animal protein', 'meat', 'inflammatory bowel disease', 'plant-based diets', 'vegans', 'vegetarians', 'colon health', 'ulcerative colitis', 'animal products', 'inflammation', 'gut flora', 'autoimmune diseases', 'fish', 'cancer', 'cheese']"
PLAIN-981,"['ranking foods', 'antioxidants', 'hibiscus tea', 'grape juice', 'green tea', 'erythritol', 'Coca-Cola', 'coffee', 'lemons', 'espresso', 'milk', 'Red Zinger', 'tea', 'water', 'wine']"
PLAIN-982,"['vegetables', 'cancer', 'plant-based diets', 'meat', 'beans', 'fruit', 'broccoli', 'mortality', 'vegans', 'vegetarians', 'animal products', 'cardiovascular disease', 'breast cancer', 'nuts', 'greens']"
PLAIN-983,"['fruit', 'eggs', 'vegetables', 'lutein', 'oxidative stress', 'phytonutrients', 'beta carotene', 'antioxidants', 'cosmic rays', 'multivitamins', 'citrus', 'kale', 'immune function', 'fish', 'DNA damage']"
PLAIN-984,"['pancreatic cancer', 'pancreas health', 'pork', 'preservatives', 'processed meat', 'nitrosamines', 'nitrite', 'lung disease', 'lung health', 'meat', 'National Pork Board', 'prostate cancer', 'prostate health', 'throat health', 'thyroid disease']"
PLAIN-985,"['mortality', 'leukemia', 'Japan', 'infants', 'Nagasaki', 'radiation', 'X-rays', ""women's health"", 'stress test', 'smoking', 'iatrogenic', 'Hiroshima', 'breast health', 'breast cancer', 'brain tumors']"
PLAIN-986,"['vegetables', 'fruit', 'cruciferous vegetables', 'antioxidants', 'carrots', 'lettuce', 'spices', 'blueberries', 'broccoli', 'beans', 'bananas', 'prostate cancer', 'turmeric', 'dietary guidelines', 'seafood']"
PLAIN-987,"['medications', 'oregano', 'osteoarthritis', 'inflammatory bowel disease', 'inflammation', 'heart failure', 'heart health', 'herbs', 'oxidative stress', 'pepper', 'spices', 'Tumor necrosis factor', 'turmeric', 'side effects', 'rosemary']"
PLAIN-988,"['New York Coalition for Healthy School Food', 'obesity', 'junk food', 'ice cream', 'hydrogenated fats', 'oils', 'School Lunch Program', 'Veggiecation', 'vegetables', 'trans fats', 'Texas', 'green beans', 'fruit', 'carrots', 'calories']"
PLAIN-989,"['spices', 'turmeric', 'cancer', 'green tea', 'complementary medicine', 'vegetables', 'alternative medicine', 'chemotherapy', 'India', 'meat', 'fruit', 'side effects', 'curry powder', 'medications', 'phytonutrients']"
PLAIN-990,"['fruit', 'raisins', 'grapes', 'anthocyanins', 'eye health', 'eye disease', 'berries', 'vision', 'supplements', 'antioxidants', 'tea', 'tomatoes', 'tomato juice', 'oxidative stress', 'plant-based diets']"
PLAIN-991,"['spices', 'turmeric', 'curcumin', 'cancer', 'chemotherapy', 'India', 'medications', 'colon cancer', 'antioxidants', 'rectal cancer', 'side effects', 'complementary medicine', 'alternative medicine', 'liver health', 'inflammation']"
PLAIN-992,"['penis health', 'phytosterols', 'pistachios', 'oxidative stress', 'nuts', ""men's health"", 'mortality', 'nitric oxide', 'plant-based diets', 'sexual dysfunction', 'watermelon', 'weight loss', ""women's health"", 'Viagra', 'vegetarians']"
PLAIN-993,"['stevia', 'sucralose', 'Splenda', 'sorbitol', 'Purevia', 'saccharin', 'Sugar Twin', 'Sweet and Low', 'xylitol', 'Z-Sweet', 'Truvia', 'sweeteners', 'Sweet One', 'pesticides', 'Nutrasweet']"
PLAIN-994,"['exercise', 'athletes', 'vegetables', 'juice', 'beets', 'beet juice', 'beverages', 'strawberries', 'saliva', 'phytonutrients', 'plant-based diets', 'vitamin C', 'energy', 'muscle strength', 'sports medicine']"
PLAIN-995,"['zoonotic disease', 'neurocysticercosis', 'brain disease', 'parasites', 'pork', 'tapeworms', 'seizures', 'headaches', 'foodborne illness', 'brain parasites', 'epilepsy', 'food poisoning', 'brain health', 'worms', 'Mayo Clinic']"
PLAIN-996,"['natural toxins', 'nutrition myths', 'monounsaturated fats', 'metastases', 'guacamole', 'insecticides', 'nuts', 'oral cancer', 'Taxol', ""women's health"", 'phytosterols', 'persin', 'paclitaxel', 'fungicides', 'FDA']"
PLAIN-997,"['body odor', ""men's health"", 'Spain', 'Singapore', 'omnivores', 'physical attraction', 'vegetarians', 'sexual health', 'plant-based diets', 'persistent organic pollutants', 'New York City', 'flame-retardant chemicals', 'fibroids', 'China', 'California']"
PLAIN-998,"['meat', 'fish', 'vegetables', 'animal products', 'eggs', 'cancer', 'fruit', ""women's health"", 'children', 'mortality', 'vegans', 'vegetarians', 'plant-based diets', 'milk', 'poultry']"
PLAIN-999,"['phytonutrients', 'peppermint', 'lemongrass', 'lemon verbena', 'red tea', 'rooibos', 'thyme', 'tea', 'rosemary', 'rose hips', 'lavender', 'Korea', 'chamomile tea', 'beverages', 'bergamots']"
PLAIN-1000,"['meat', 'plant-based diets', 'vegans', 'vegetables', 'biblical teachings', 'vegetarians', 'inflammation', 'nitric oxide', 'insulin', 'legumes', 'nuts', 'preservatives', 'EPIC Study', 'cake', 'seeds']"
PLAIN-1001,"['National Dairy Board', 'McDonald’s', ""M&M's"", 'Kraft', 'National Dairy Council', 'National Dairy Promotion Board', 'USDA', 'Snack Food Association', 'Sara Lee', 'industry influence', ""Hershey's"", 'Coca-Cola', ""Campbell's Soup"", 'beer', 'American Meat Institute']"
PLAIN-1002,"['chocolate', 'cocoa', 'sugar', 'phytonutrients', 'milk chocolate', 'heart health', 'oxidative stress', 'saturated fat', 'cocoa butter', 'processed foods', 'heart disease', 'antioxidants', 'Dutched cocoa', 'fat', 'cardiovascular disease']"
PLAIN-1003,"['turkey', 'white meat', 'poultry', 'meat', 'chicken', 'antibiotics']"
PLAIN-1004,"['heart health', 'hypertension', 'junk food', 'heart disease', 'fruit', 'eggs', 'exercise', 'Lifestyle medicine', 'mortality', 'vegetables', 'vegetarians', 'vegans', 'salt', 'plant-based diets', 'processed foods']"
PLAIN-1005,"['fruit', 'fiber', 'dates', 'sugar', 'organic foods', 'ranking foods', 'processed foods', 'molasses', 'sweeteners', 'high fructose corn syrup', 'honey', 'junk food', 'maple syrup', 'empty calories', 'chocolate']"
PLAIN-1006,"['fiber', 'fruit', 'sugar', 'weight loss', 'vegetables', 'beans', 'apples', 'candy', 'cardiovascular health', 'heart disease', 'plums', 'heart health', 'industry influence', 'dried fruit', 'body fat']"
PLAIN-1007,"['persistent organic pollutants', 'industrial toxins', 'pesticides', 'meat', 'fish', 'dairy', ""women's health"", 'animal products', 'infants', 'pregnancy', 'children', 'birth defects', 'dioxins', 'seafood', 'milk']"
PLAIN-1008,"['industrial toxins', 'infants', 'lead', 'medications', 'India', 'in vitro studies', 'haritaki fruit', 'heavy metals', 'herbs', 'mercury', 'mortality', 'phytonutrients', 'side effects', 'supplements', 'triphala']"
PLAIN-1009,"['beverages', 'water', 'cardiovascular disease', 'immune function', 'medical profession', 'kidney health', 'heart disease', 'heart health', 'hormones', 'dairy', 'industry influence', 'Coca-Cola', 'bone health', 'World Health Organization', ""women's health""]"
PLAIN-1010,"['processed meat', 'meat', 'beef', 'eggs', 'pork', 'plant-based diets', 'chicken', 'diabetes', 'turkey', 'poultry', 'animal products', ""women's health"", 'processed foods', 'nitrosamines', 'vegans']"
PLAIN-1011,"['processed meats', 'seeds', 'Slovenia', 'pork', 'plant-based diets', 'mortality', 'nuts', 'smoking', 'soda', 'vegans', 'vegetables', 'vegetarians', 'tofu', 'tobacco', 'standard American diet']"
PLAIN-1012,"['liver health', 'meditation', 'mushrooms', 'herbal tea', 'heart health', 'EEG', 'green tea', 'heart disease', 'ovarian cancer', 'ovary health', 'weight loss', 'white tea', ""women's health"", 'theanine', 'tea']"
PLAIN-1013,"['Alzheimer’s disease', 'brain health', 'brain disease', 'cognition', ""Parkinson's disease"", 'fish', 'meat', 'aging', 'ALS', 'phytonutrients', 'mortality', ""Lou Gehrig's disease"", 'BMAA', 'seafood', 'oysters']"
PLAIN-1014,"['Japan', 'New York City', 'New Zealand', 'India', 'greens', 'fiber', 'fruit', 'obesity', 'South Africa', 'taro', 'Tonga', 'United Kingdom', 'sweet potatoes', 'stool size', 'constipation']"
PLAIN-1015,"['oral health', 'vegans', 'plant-based diets', 'cancer', 'fruit', 'vegetarians', 'vegetables', 'cardiovascular disease', 'cardiovascular health', 'animal products', 'heart disease', 'heart health', 'cavities', 'water', 'saturated fat']"
PLAIN-1016,"['mental health', 'mood', 'brain health', 'sexual health', 'exercise', 'cardiovascular disease', 'mortality', 'cognition', 'heart disease', 'fruit', 'antidepressants', 'vegetables', 'supplements', 'processed foods', 'greens']"
PLAIN-1017,"['cancer', 'raw food', 'heart health', 'heart disease', 'industrial toxins', ""women's health"", 'pregnancy', 'persistent organic pollutants', 'meat', 'infants', 'cardiovascular health', 'cardiovascular disease', 'complementary medicine', 'fish', 'alternative medicine']"
